incidntnum,category,descript,dayofweek,date,time,pddistrict,resolution,address,x,y,location,pdid
176159054,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,06/16/2017,23:55:00,TARAVAL,NONE,200 Block of GRANVILLE WY,-122.46313295008396,37.74262209427464,"(37.74262209427464, -122.46313295008396)",17615905406244
130551987,NON-CRIMINAL,LOST PROPERTY,Wednesday,07/03/2013,17:30:00,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",13055198771e3
130272149,NON-CRIMINAL,AIDED CASE,Wednesday,04/03/2013,10:04:00,NORTHERN,NONE,0 Block of CERVANTES BL,-122.438381234335,37.8035432868953,"(37.8035432868953, -122.438381234335)",13027214951040
31331941,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,11/13/2003,03:36:00,NORTHERN,"ARREST, CITED",LARKIN ST / OFARRELL ST,-122.417903977571,37.7851670875288,"(37.7851670875288, -122.417903977571)",3133194165015
140156066,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,02/21/2014,17:52:00,NORTHERN,NONE,800 Block of ELLIS ST,-122.420212775999,37.7839789136387,"(37.7839789136387, -122.420212775999)",14015606606244
41099844,NON-CRIMINAL,LOST PROPERTY,Wednesday,09/22/2004,22:45:00,CENTRAL,NONE,COLUMBUS AV / BROADWAY ST,-122.406669739958,37.7978641744165,"(37.7978641744165, -122.406669739958)",4109984471e3
81274846,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Saturday,11/29/2008,07:30:00,INGLESIDE,NONE,100 Block of SENECA AV,-122.441548202604,37.7188963155169,"(37.7188963155169, -122.441548202604)",8127484607055
130037084,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,01/14/2013,06:07:00,CENTRAL,"ARREST, BOOKED",600 Block of GEARY ST,-122.414010814727,37.7866770011071,"(37.7866770011071, -122.414010814727)",13003708415040
160219246,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,03/15/2016,18:50:00,SOUTHERN,"ARREST, BOOKED",FOLSOM ST / 8TH ST,-122.41006578160419,37.77499067925927,"(37.77499067925927, -122.41006578160419)",16021924665015
176306158,NON-CRIMINAL,LOST PROPERTY,Monday,11/06/2017,09:00:00,PARK,NONE,GEARY BL / DIVISADERO ST,-122.4394807722421,37.78330881008463,"(37.78330881008463, -122.4394807722421)",17630615871e3
61126740,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Sunday,10/22/2006,01:10:00,NORTHERN,"ARREST, CITED",POLK ST / PINE ST,-122.42049728879,37.789618819255,"(37.789618819255, -122.42049728879)",6112674013070
100593555,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,06/28/2010,05:17:00,NORTHERN,NONE,POLK ST / SUTTER ST,-122.420120319204,37.7877570602411,"(37.7877570602411, -122.420120319204)",10059355516710
150630793,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,07/20/2015,12:30:00,MISSION,NONE,19TH ST / POTRERO AV,-122.40706775926,37.7606618802723,"(37.7606618802723, -122.40706775926)",15063079306373
80563363,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,05/29/2008,13:48:00,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745,"(37.7642205603745, -122.41965834371)",8056336316100
51352109,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,11/30/2005,20:00:00,MISSION,NONE,800 Block of VALENCIA ST,-122.421457875126,37.7597178171657,"(37.7597178171657, -122.421457875126)",5135210906303
120099931,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,02/05/2012,09:00:00,BAYVIEW,"ARREST, BOOKED",100 Block of DOLPHIN CT,-122.371476348765,37.7278989368917,"(37.7278989368917, -122.371476348765)",12009993104138
110470642,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,06/11/2011,11:40:00,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.7849141859562,"(37.7849141859562, -122.411965795229)",11047064216621
110139111,LARCENY/THEFT,THEFT OF UTILITY SERVICES,Tuesday,02/15/2011,15:40:00,TARAVAL,"ARREST, BOOKED",1700 Block of 24TH AV,-122.481825737446,37.7549230942143,"(37.7549230942143, -122.481825737446)",11013911106396
31125528,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Tuesday,09/23/2003,18:30:00,CENTRAL,NONE,SUTTER ST / STOCKTON ST,-122.406958660609,37.7894347629811,"(37.7894347629811, -122.406958660609)",3112552807041
176270371,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,10/19/2017,23:30:00,BAYVIEW,NONE,INDUSTRIAL ST / REVERE AV,-122.40314354444718,37.739030151533214,"(37.739030151533214, -122.40314354444718)",17627037106244
170346312,OTHER OFFENSES,EVADING A POLICE VEHICLE OR BICYCLE,Thursday,04/27/2017,17:54:00,RICHMOND,NONE,300 Block of MARTIN LUTHER KING JR DR,-122.4654536922358,37.766266503268135,"(37.766266503268135, -122.4654536922358)",17034631227177
71050800,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Saturday,10/13/2007,12:58:00,BAYVIEW,"ARREST, BOOKED",1600 Block of PALOU AV,-122.391849084977,37.7345805334314,"(37.7345805334314, -122.391849084977)",7105080030155
170592957,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,07/21/2017,09:00:00,MISSION,NONE,1500 Block of 15TH ST,-122.4180375806777,37.76672647995822,"(37.76672647995822, -122.4180375806777)",17059295764070
120945851,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Thursday,11/22/2012,03:25:00,MISSION,NONE,0 Block of HOMESTEAD ST,-122.439537728469,37.7501598021488,"(37.7501598021488, -122.439537728469)",12094585105083
151016720,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,11/20/2015,11:55:00,MISSION,"ARREST, BOOKED",2400 Block of 17TH ST,-122.40793674598,37.7645116894216,"(37.7645116894216, -122.40793674598)",15101672016710
80074655,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,01/21/2008,21:14:00,MISSION,"ARREST, BOOKED",2600 Block of HARRISON ST,-122.412052145525,37.7550201425447,"(37.7550201425447, -122.412052145525)",8007465515040
120620928,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,08/05/2012,10:38:00,INGLESIDE,"ARREST, BOOKED",300 Block of CRESCENT AV,-122.418407537757,37.7350224531807,"(37.7350224531807, -122.418407537757)",12062092862050
130868500,ASSAULT,BATTERY,Monday,10/14/2013,02:02:00,CENTRAL,NONE,TAYLOR ST / POST ST,-122.411702003165,37.7878718776438,"(37.7878718776438, -122.411702003165)",13086850004134
60839407,NON-CRIMINAL,LOST PROPERTY,Friday,08/04/2006,15:00:00,MISSION,NONE,3000 Block of MISSION ST,-122.418163204335,37.7485889485524,"(37.7485889485524, -122.418163204335)",6083940771e3
71193052,MISSING PERSON,MISSING ADULT,Sunday,11/18/2007,11:00:00,CENTRAL,LOCATED,200 Block of JACKSON ST,-122.400094703073,37.7967959708794,"(37.7967959708794, -122.400094703073)",7119305274e3
90022086,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,01/04/2009,12:00:00,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415448759562,37.778293520129,"(37.778293520129, -122.415448759562)",9002208606374
60967202,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,09/10/2006,17:02:00,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413631253258,37.7848053746211,"(37.7848053746211, -122.413631253258)",6096720216621
160166716,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,02/25/2016,15:52:00,INGLESIDE,NONE,300 Block of DELANO AV,-122.44302501571461,37.723604324588564,"(37.723604324588564, -122.44302501571461)",16016671628150
136156266,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,08/27/2013,07:35:00,CENTRAL,NONE,THE EMBARCADERONORTH ST / WASHINGTON ST,-122.395329662983,37.7966652983014,"(37.7966652983014, -122.395329662983)",13615626606372
40956855,ASSAULT,THREATS AGAINST LIFE,Saturday,08/21/2004,18:30:00,TARAVAL,NONE,1800 Block of FUNSTON AV,-122.47033465792,37.753325714199804,"(37.7533257141998, -122.47033465792)",4095685519057
70432035,ASSAULT,BATTERY,Friday,04/27/2007,00:30:00,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239,"(37.8096707013239, -122.365565425353)",7043203504134
150915175,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Sunday,10/18/2015,16:00:00,TARAVAL,NONE,2300 Block of 41ST AV,-122.499257334317,37.7429283837674,"(37.7429283837674, -122.499257334317)",15091517506223
100395317,OTHER OFFENSES,FALSE PERSONATION,Tuesday,11/10/2009,08:00:00,MISSION,NONE,1800 Block of FOLSOM ST,-122.415467502172,37.7677259930694,"(37.7677259930694, -122.415467502172)",10039531709027
136244645,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/29/2013,15:00:00,CENTRAL,NONE,HYDE ST / UNION ST,-122.419052260492,37.7991988328022,"(37.7991988328022, -122.419052260492)",13624464506244
110545455,WARRANTS,WARRANT ARREST,Thursday,07/07/2011,14:15:00,NORTHERN,"ARREST, BOOKED",1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044,"(37.7830295716044, -122.431046366089)",11054545563010
170402588,OTHER OFFENSES,HARASSING PHONE CALLS,Sunday,05/14/2017,20:41:00,NORTHERN,NONE,2500 Block of CHESTNUT ST,-122.44524718024162,37.79961673751784,"(37.79961673751784, -122.44524718024162)",17040258828135
81229368,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Saturday,11/15/2008,04:00:00,CENTRAL,NONE,100 Block of COLUMBUS AV,-122.40481652565,37.7966551079447,"(37.7966551079447, -122.40481652565)",8122936805151
156045990,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/30/2015,16:23:00,SOUTHERN,NONE,MISSION ST / 5TH ST,-122.406481972743,37.7827317884887,"(37.7827317884887, -122.406481972743)",15604599006244
91158741,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,11/10/2009,10:50:00,BAYVIEW,"ARREST, BOOKED",100 Block of KISKA RD,-122.378494173975,37.7304096808335,"(37.7304096808335, -122.378494173975)",9115874103014
170833905,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Thursday,10/05/2017,12:50:00,TARAVAL,NONE,2100 Block of 24TH AV,-122.48130501918435,37.74746131819048,"(37.74746131819048, -122.48130501918435)",17083390519089
110626992,ASSAULT,THREATS AGAINST LIFE,Friday,08/05/2011,13:13:00,CENTRAL,NONE,200 Block of SUTTER ST,-122.40482801879,37.7897596938342,"(37.7897596938342, -122.40482801879)",11062699219057
90482264,LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,05/08/2009,22:00:00,PARK,NONE,CASTRO ST / BEAVER ST,-122.43539868281,37.7649247900467,"(37.7649247900467, -122.43539868281)",9048226406314
60663767,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,06/22/2006,08:00:00,CENTRAL,NOT PROSECUTED,0 Block of CALIFORNIA ST,-122.397000084271,37.793530471553,"(37.793530471553, -122.397000084271)",6066376706113
80717435,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,07/09/2008,14:23:00,TARAVAL,"ARREST, BOOKED",500 Block of CRESTLAKE DR,-122.490740263883,37.7364992713098,"(37.7364992713098, -122.490740263883)",8071743528150
100390094,OTHER OFFENSES,FALSE PERSONATION,Tuesday,04/13/2010,00:01:00,MISSION,PROSECUTED BY OUTSIDE AGENCY,1800 Block of BRYANT ST,-122.410371783941,37.7636533142198,"(37.7636533142198, -122.410371783941)",10039009409027
90141658,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,02/08/2009,13:58:00,MISSION,"ARREST, BOOKED",MINNA ST / 15TH ST,-122.419074754954,37.7667189830239,"(37.7667189830239, -122.419074754954)",9014165865015
160963380,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,11/20/2016,15:00:00,TARAVAL,NONE,1400 Block of 22ND AV,-122.48020892882715,37.760603579620934,"(37.760603579620934, -122.48020892882715)",16096338007021
80851102,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,08/13/2008,07:30:00,BAYVIEW,NONE,900 Block of MINNESOTA ST,-122.390400000758,37.759108682594,"(37.759108682594, -122.390400000758)",8085110228160
151054021,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,12/05/2015,14:43:00,MISSION,"ARREST, BOOKED",18TH ST / GUERRERO ST,-122.423803001901,37.7615655928045,"(37.7615655928045, -122.423803001901)",15105402165015
31147124,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Friday,09/12/2003,19:00:00,SOUTHERN,NONE,BRANNAN ST / 5TH ST,-122.398758596971,37.7765687697201,"(37.7765687697201, -122.398758596971)",3114712409015
70247630,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,03/09/2007,13:35:00,TENDERLOIN,"ARREST, BOOKED",300 Block of GOLDEN GATE AV,-122.416351987352,37.7816031438671,"(37.7816031438671, -122.416351987352)",7024763016625
90459376,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,05/02/2009,18:00:00,NORTHERN,"ARREST, BOOKED",1000 Block of FRANKLIN ST,-122.422767363844,37.7838427739256,"(37.7838427739256, -122.422767363844)",9045937616710
110752020,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,09/16/2011,18:30:00,NORTHERN,"ARREST, BOOKED",1400 Block of GREENWICH ST,-122.423629929962,37.8004520191087,"(37.8004520191087, -122.423629929962)",11075202005073
160196387,NON-CRIMINAL,LOST PROPERTY,Monday,03/07/2016,11:00:00,MISSION,NONE,1000 Block of POTRERO AV,-122.40653911514814,37.75648641093089,"(37.75648641093089, -122.40653911514814)",16019638771e3
100199062,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,03/01/2010,01:30:00,NORTHERN,NONE,3000 Block of FRANKLIN ST,-122.426404729781,37.8025525619255,"(37.8025525619255, -122.426404729781)",10019906228160
110813149,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,10/08/2011,23:10:00,NORTHERN,"ARREST, CITED",UNION ST / LAGUNA ST,-122.430562264626,37.7977144203433,"(37.7977144203433, -122.430562264626)",11081314930200
176183229,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/12/2017,18:30:00,SOUTHERN,NONE,HARRISON ST / 10TH ST,-122.41127918996864,37.77157857650432,"(37.77157857650432, -122.41127918996864)",17618322906244
70903230,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,09/03/2007,06:00:00,SOUTHERN,NONE,MARKET ST / JONES ST,-122.411979487494,37.7809039696758,"(37.7809039696758, -122.411979487494)",7090323006111
81326851,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Friday,12/12/2008,18:45:00,MISSION,NONE,FOLSOM ST / 19TH ST,-122.414845139206,37.7605000725995,"(37.7605000725995, -122.414845139206)",8132685103011
31263639,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,10/27/2003,17:33:00,INGLESIDE,"ARREST, BOOKED",0 Block of 29TH ST,-122.42234692669,37.7440146216143,"(37.7440146216143, -122.42234692669)",3126363919090
166118048,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,05/16/2016,16:00:00,SOUTHERN,NONE,GUERRERO ST / DUBOCE AV,-122.42458205493489,37.769733212432136,"(37.769733212432136, -122.42458205493489)",16611804806244
50460379,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Monday,04/25/2005,23:44:00,CENTRAL,"ARREST, BOOKED",1200 Block of BUSH ST,-122.417862646124,37.7890622568065,"(37.7890622568065, -122.417862646124)",5046037913060
30905072,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Thursday,07/31/2003,15:15:00,NORTHERN,NONE,3200 Block of DIVISADERO ST,-122.4428172375,37.7994896740468,"(37.7994896740468, -122.4428172375)",3090507210149
160987001,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,12/05/2016,06:30:00,INGLESIDE,NONE,3400 Block of MISSION ST,-122.42228665168916,37.742004116983544,"(37.742004116983544, -122.42228665168916)",16098700106373
150053305,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,01/18/2015,01:11:00,CENTRAL,NONE,300 Block of THE EMBARCADERONORTH ST,-122.39670853026,37.7978728855933,"(37.7978728855933, -122.39670853026)",15005330504014
81165386,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,10/31/2008,02:25:00,PARK,"ARREST, BOOKED",HAIGHT ST / SHRADER ST,-122.451864552636,37.7693505381781,"(37.7693505381781, -122.451864552636)",8116538619090
90096843,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/25/2009,12:00:00,RICHMOND,NONE,FULTON ST / 3RD AV,-122.460552664492,37.7740299858693,"(37.7740299858693, -122.460552664492)",9009684328160
91294511,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,12/20/2009,14:53:00,NORTHERN,"ARREST, CITED",800 Block of FULTON ST,-122.431149073441,37.777698406901,"(37.777698406901, -122.431149073441)",9129451116010
30005757,WEAPON LAWS,DISCHARGE FIREARM AT AN INHABITED DWELLING,Thursday,01/02/2003,13:06:00,MISSION,NONE,1100 Block of YORK ST,-122.408195421597,37.7536414673004,"(37.7536414673004, -122.408195421597)",3000575712026
130443196,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Wednesday,05/29/2013,14:27:00,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229,"(37.7817511307229, -122.411071423064)",13044319606394
170565114,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,07/08/2017,23:00:00,BAYVIEW,NONE,0 Block of GOULD ST,-122.39806326358156,37.722024631429534,"(37.722024631429534, -122.39806326358156)",17056511407021
90388769,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,04/14/2009,09:11:00,NORTHERN,"ARREST, CITED",HAYES ST / POLK ST,-122.418045452768,37.7775118895695,"(37.7775118895695, -122.418045452768)",9038876965015
80069913,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,01/20/2008,10:02:00,MISSION,NONE,1600 Block of BRYANT ST,-122.410478069487,37.7662463209137,"(37.7662463209137, -122.410478069487)",8006991306361
90734429,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,07/19/2009,10:45:00,SOUTHERN,NONE,POLK ST / FELL ST,-122.417504703145,37.7765400380328,"(37.7765400380328, -122.417504703145)",9073442906244
60437794,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,04/24/2006,21:14:00,MISSION,"ARREST, BOOKED",3900 Block of 24TH ST,-122.430794211054,37.7515574999223,"(37.7515574999223, -122.430794211054)",6043779416710
150537036,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,06/20/2015,03:30:00,BAYVIEW,NONE,1800 Block of PALOU AV,-122.395161979914,37.7364571443964,"(37.7364571443964, -122.395161979914)",15053703664085
146261087,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,12/07/2014,16:00:00,NORTHERN,NONE,1400 Block of BROADWAY ST,-122.420947526133,37.7959569772463,"(37.7959569772463, -122.420947526133)",14626108706244
60230281,NON-CRIMINAL,AIDED CASE,Wednesday,03/01/2006,08:23:00,MISSION,"ARREST, BOOKED",3100 Block of 16TH ST,-122.423002014422,37.7647948860579,"(37.7647948860579, -122.423002014422)",6023028151040
100660239,LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,07/18/2010,13:15:00,NORTHERN,NONE,WASHINGTON ST / FILLMORE ST,-122.43438377302,37.7915920997646,"(37.7915920997646, -122.43438377302)",10066023906314
130441645,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,05/28/2013,21:00:00,INGLESIDE,NONE,600 Block of VISITACION AV,-122.405683380242,37.7108744607854,"(37.7108744607854, -122.405683380242)",13044164528150
70759180,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,07/26/2007,17:30:00,PARK,NONE,400 Block of IRVING ST,-122.462580362435,37.7642557267273,"(37.7642557267273, -122.462580362435)",7075918028165
110734636,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,09/12/2011,15:38:00,MISSION,"ARREST, BOOKED",500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686,"(37.764357751686, -122.41747701285)",11073463615200
50345765,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Tuesday,03/29/2005,04:11:00,MISSION,DISTRICT ATTORNEY REFUSES TO PROSECUTE,1400 Block of 15TH ST,-122.417102243898,37.7668931278499,"(37.7668931278499, -122.417102243898)",5034576504012
160764003,ASSAULT,THREATS AGAINST LIFE,Tuesday,09/20/2016,14:32:00,SOUTHERN,NONE,1500 Block of MISSION ST,-122.41797539035136,37.77375093796481,"(37.77375093796481, -122.41797539035136)",16076400319057
90397431,NON-CRIMINAL,FOUND PROPERTY,Thursday,04/16/2009,12:30:00,MISSION,NONE,18TH ST / CAPP ST,-122.418272166422,37.7619029613022,"(37.7619029613022, -122.418272166422)",9039743172e3
120684833,OTHER OFFENSES,RECKLESS DRIVING,Monday,08/27/2012,23:38:00,NORTHERN,"ARREST, BOOKED",FERN ST / POLK ST,-122.420211964949,37.7882225424263,"(37.7882225424263, -122.420211964949)",12068483365020
110852501,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,10/22/2011,08:28:00,MISSION,"ARREST, BOOKED",3400 Block of 18TH ST,-122.420494661635,37.7618219325945,"(37.7618219325945, -122.420494661635)",11085250115200
50628903,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/05/2005,16:30:00,MISSION,"ARREST, CITED",2300 Block of 16TH ST,-122.409529913278,37.7657184395282,"(37.7657184395282, -122.409529913278)",5062890306371
81283449,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,12/01/2008,15:00:00,SOUTHERN,NONE,1100 Block of MARKET ST,-122.41356409174401,37.779514030063,"(37.779514030063, -122.413564091744)",8128344964070
150363881,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Sunday,04/26/2015,03:00:00,NORTHERN,EXCEPTIONAL CLEARANCE,2500 Block of GREENWICH ST,-122.441660006786,37.7982703821018,"(37.7982703821018, -122.441660006786)",15036388102004
150815280,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,09/17/2015,01:28:00,BAYVIEW,"ARREST, BOOKED",ARMSTRONG AV / 3RD ST,-122.393573303211,37.7269797737306,"(37.7269797737306, -122.393573303211)",15081528062020
150539292,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,06/20/2015,14:30:00,RICHMOND,NONE,2500 Block of POST ST,-122.443820967808,37.7837356633095,"(37.7837356633095, -122.443820967808)",15053929206222
60326335,NON-CRIMINAL,LOST PROPERTY,Saturday,03/25/2006,19:00:00,NORTHERN,NONE,VANNESS AV / BUSH ST,-122.421949487547,37.7884881521135,"(37.7884881521135, -122.421949487547)",6032633571e3
160931274,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,11/15/2016,16:30:00,NORTHERN,"ARREST, BOOKED",GROVE ST / POLK ST,-122.41822989972113,37.7784895366813,"(37.7784895366813, -122.41822989972113)",16093127426170
120425693,SECONDARY CODES,GANG ACTIVITY,Friday,05/25/2012,08:00:00,MISSION,NONE,500 Block of SHOTWELL ST,-122.415783592856,37.7596204259953,"(37.7596204259953, -122.415783592856)",12042569319400
160979694,OTHER OFFENSES,FALSE PERSONATION,Thursday,09/15/2016,02:25:00,MISSION,NONE,18TH ST / MISSION ST,-122.41936035276092,37.761835801237645,"(37.761835801237645, -122.41936035276092)",16097969409027
